,calories,time,link,name,description,query,ingredients,macros
49,335 ккал,1 ч,https://1000.menu/cooking/11558-maffiny-s-izumom-i-cukatami,Маффины с изюмом и цукатами в духовке,"Румяные, аппетитные, ароматные для любого праздника и к чаю!",маффин,"['Сливочное масло - 125 гр', 'Яйца - 3 шт.', 'Молоко - 2 стол.л.', 'Сахар - 100 гр', 'Пшеничная мука - 150 гр', 'Разрыхлитель - 1 чайн.л.', 'Изюм - 100 гр', 'Цукаты - 50 гр', 'Ром - 1 стол.л.']","['Белки 10%', 'Жиры 26%', 'Углеводы 64%']"
50,289 ккал,1 ч,https://1000.menu/cooking/27106-maffiny-s-vetchinoi,Маффины с ветчиной,Маффины могут быть и не сладкими - попробуй и оцени!,маффин,"['Ветчина - 100 гр', 'Оливки - 80 гр', 'Вяленые помидоры - 150 гр', 'Твёрдый сыр - 80 гр', 'Пшеничная мука - 200 гр', 'Молоко - 100 мл', 'Оливковое масло - 100 мл', 'Яйца - 3 шт.', 'Разрыхлитель - 11 гр', 'Морская соль -  по вкусу', 'Перец черный молотый -  по вкусу', 'Орегано сухой - 2.5 гр']","['Белки 19%', 'Жиры 43%', 'Углеводы 38%']"
51,313 ккал,35 мин,https://1000.menu/cooking/11697-maffiny-s-ovsyanymi-xlopyami-i-smorodinoi,Маффины с овсяными хлопьями и ягодами,С этой выпечкой вы гарантированно начнете свой лучший день!,маффин,"['Йогурт - 240 мл', 'Яйца - 2 шт.', 'Пшеничная мука - 220 гр', 'Овсяные хлопья - 50 гр', 'Сахар - 150 гр', 'Растительное масло - 100 мл', 'Ягоды - 100 гр', 'Сода - 0.5 чайн.л.', 'Разрыхлитель - 1 чайн.л.', 'Ванильная настойка - 1 чайн.л.', 'Миндаль - 30 гр']","['Белки 11%', 'Жиры 26%', 'Углеводы 62%']"
52,269 ккал,45 мин,https://1000.menu/cooking/24376-limonnye-maffiny,Лимонные маффины,"Пористые и ароматные маффины, отличная выпечка к чаю.",маффин,"['Лимоны - 1 шт.', 'Пшеничная мука - 100 гр', 'Сахар - 100 гр', 'Яйца - 1 шт.', 'Разрыхлитель - 1 чайн.л.', 'Растительное масло - 2 стол.л.', 'Сметана - 50 мл']","['Белки 9%', 'Жиры 22%', 'Углеводы 69%']"
53,312 ккал,1 ч 10 мин,https://1000.menu/cooking/46705-maffiny-s-kolbasoi,Маффины с колбасой,"Завтрак, от которого невозможно отказаться!",маффин,"['Сливочное масло - 200 гр', 'Куриные яйца - 6 шт.', 'Кефир - 300 мл', 'Пшеничная мука - 600 гр', 'Разрыхлитель - 2 чайн.л.', 'Копченая колбаса - 100 гр', 'Вареная колбаса - 100 гр', 'Твёрдый сыр - 150 гр', 'Зелень - 20 гр']","['Белки 21%', 'Жиры 33%', 'Углеводы 46%']"
54,299 ккал,1 ч 30 мин,https://1000.menu/cooking/50569-maffiny-s-yablokami-keksy-sharlotka,Маффины с яблоками Кексы Шарлотка,Очень вкусные и румяные. С сочными фруктовыми кусочками!,маффин,"['Пшеничная мука - 1.5 стак.', 'Сахар - 200 гр', 'Куриные яйца - 2 шт.', 'Разрыхлитель - 1.5 чайн.л.', 'Растительное масло - 90 мл', 'Сахарная пудра - 1 чайн.л.', 'Яблоки - 2 шт.']","['Белки 7%', 'Жиры 21%', 'Углеводы 72%']"
55,306 ккал,45 мин,https://1000.menu/cooking/30024-zakusochnye-maffiny-s-vetchinoi-i-syrom,Закусочные маффины с ветчиной и сыром,Маффины закусочные с сыром и ветчиной - вкусный соблазн.,маффин,"['Пшеничная мука - 300 гр', 'Молоко - 150 мл', 'Яйца - 2 шт.', 'Сливочное масло - 130 гр', 'Разрыхлитель - 2 чайн.л.', 'Соль - 0.5 чайн.л.', 'Сахар - 0.5 чайн.л.', 'Перец черный молотый - 1 чайн.л.', 'Ветчина - 100 гр', 'Твёрдый сыр - 100 гр', 'Зелёный лук - 30 гр', 'Панировочные сухари - 30 гр']","['Белки 19%', 'Жиры 36%', 'Углеводы 45%']"
56,357 ккал,1 ч,https://1000.menu/cooking/34156-vanilnye-maffiny,Ванильные маффины,Потрясающе ароматные и фантастически вкусные - восторг!,маффин,"['Пшеничная мука - 300 гр', 'Разрыхлитель - 15 гр', 'Куриные яйца - 3 шт.', 'Сахар - 150 гр', 'Соль - 2 гр', 'Ванилин - 2 гр', 'Сливочное масло - 120 гр', 'Молоко - 75 мл']","['Белки 10%', 'Жиры 22%', 'Углеводы 67%']"
57,291 ккал,55 мин,https://1000.menu/cooking/25238-maffiny-s-yagodami,Маффины с ягодами,Готовь к чаю ароматную и вкусную выпечку! Радуй семью!,маффин,"['Сливочное масло - 100 гр', 'Яйца - 2 шт.', 'Молоко - 125 мл', 'Пшеничная мука - 230 гр', 'Разрыхлитель - 1 чайн.л.', 'Сахар - 160 гр', 'Ванильный сахар - 10 гр', 'Соль -  по вкусу', 'Клубника - 130 гр']","['Белки 9%', 'Жиры 21%', 'Углеводы 70%']"
58,104 ккал,1 ч,https://1000.menu/cooking/14874-maffiny-iz-kurinyx-grudok,Маффины несладкие из куриных грудок,Необычные и очень вкусные закусочные маффины,маффин,"['Куриные грудки - 700 гр', 'Цукини - 1 шт.', 'Лук репчатый - 2 шт.', 'Мягкий сыр - 150 гр', 'Шампиньоны - 300 гр', 'Зелёный горошек - 100 гр', 'Укроп - 1 гр', 'Оливковое масло - 2 стол.л.', 'Специи сухие -  по вкусу', 'Поваренная соль -  по вкусу']","['Белки 55%', 'Жиры 32%', 'Углеводы 14%']"
59,254 ккал,45 мин,https://1000.menu/cooking/6703-chernichnij-keks,Маффины с черникой,Хрустящие кексики с насыщенным черничным вкусом!,маффин,"['Яйца - 2 шт.', 'Разрыхлитель - 2 чайн.л.', 'Сливочное масло - 70 гр', 'Сахар - 100 гр', 'Черника - 250 гр', 'Пшеничная мука - 250 гр']","['Белки 12%', 'Жиры 17%', 'Углеводы 71%']"
60,183 ккал,50 мин,https://1000.menu/cooking/21568-dieticheskie-tvorojnye-maffiny,Диетические творожные маффины,Маффины из творога с отрубями и овсяными хлопьями,маффин,"['Творог - 600 гр', 'Сахар - 0.5 стак.', 'Яичные белки - 2 шт.', 'Ванильный сахар - 10 гр', 'Пшеничные отруби - 3 стол.л.', 'Овсяные хлопья - 1 стол.л.', 'Растительное масло -  по вкусу']","['Белки 38%', 'Жиры 22%', 'Углеводы 41%']"
61,382 ккал,45 мин,https://1000.menu/cooking/18512-klassicheskie-shokoladnye-maffiny,Классические шоколадные маффины,Шоколадоголикам и шоколадоманам посвящается! Чудесный рецепт! Легко!,маффин,"['Шоколад - 80 гр', 'Пшеничная мука - 120 гр', 'Молоко - 70 мл', 'Сливочное масло - 60 гр', 'Куриные яйца - 1 шт.', 'Сахар - 100 гр', 'Соль -  по вкусу', 'Какао - 30 гр', 'Разрыхлитель - 1 чайн.л.']","['Белки 10%', 'Жиры 25%', 'Углеводы 65%']"
62,256 ккал,1 д 6 ч,https://1000.menu/cooking/20226-maffiny-s-varenem,Маффины с вареньем на кефире,Вкуснейшие нежные маффины за полчаса. Идеально!,маффин,"['Сахарная пудра - 130 гр', 'Пшеничная мука - 250 гр', 'Сливочное масло - 60 гр', 'Яйца - 1 шт.', 'Кефир - 250 мл', 'Сода - 0.5 чайн.л.', 'Разрыхлитель - 2 чайн.л.', 'Варенье - 4 стол.л.']","['Белки 9%', 'Жиры 13%', 'Углеводы 79%']"
63,169 ккал,1 ч,https://1000.menu/cooking/86462-kartofelnye-maffiny-s-syrom,Картофельные маффины с сыром,Вкусная выпечка на замену привычным перекусам!,маффин,"['Картошка - 500 гр', 'Твёрдый сыр - 150 гр', 'Яйца - 2 шт.', 'Пшеничная мука - 100 гр', 'Сметана - 100 гр', 'Разрыхлитель - 1 чайн.л.', 'Зелень - 2 стол.л.', 'Соль - 1 чайн.л.', 'Перец черный молотый -  по вкусу']","['Белки 25%', 'Жиры 25%', 'Углеводы 50%']"
64,279 ккал,1 ч 40 мин,https://1000.menu/cooking/38139-maffiny-s-yablokami-i-koricei-iz-sloenogo-testa,Маффины с яблоками и корицей из слоеного теста,✅ Как приготовить маффины в оригинальном исполнении!,маффин,"['Слоёное тесто - 250 гр', 'Сливочное масло - 20 гр', 'Корица - 2 стол.л.', 'Яблоки - 1.5 шт.', 'Сахар - 60 гр', 'Корица - 1 чайн.л.', 'Пшеничная мука - 1 стол.л.', 'Лимонный сок - 3 стол.л.', 'Грецкие орехи - 50 гр']","['Белки 8%', 'Жиры 31%', 'Углеводы 61%']"
65,271 ккал,40 мин,https://1000.menu/cooking/34118-maffiny-s-kolbasoi-i-syrom,Маффины с колбасой и сыром,Приготовь эти необычные маффины с пикантной начинкой!,маффин,"['Пшеничная мука - 300 гр', 'Разрыхлитель - 15 гр', 'Колбаса - 100 гр', 'Твёрдый сыр - 80 гр', 'Молоко - 200 мл', 'Майонез - 100 гр']","['Белки 20%', 'Жиры 32%', 'Углеводы 48%']"
66,205 ккал,35 мин,https://1000.menu/cooking/33296-maffiny-s-syrom-i-cherri,Маффины с сыром и черри,Нежные сырные маффины с сочной верхушкой.,маффин,"['Яйца - 1 шт.', 'Кефир - 100 мл', 'Растительное масло - 30 мл', 'Сахар - 1 чайн.л.', 'Соль - 0.5 чайн.л.', 'Твёрдый сыр - 30 гр', 'Разрыхлитель - 1.5 чайн.л.', 'Пшеничная мука - 130 гр', 'Помидоры черри - 6 шт.']","['Белки 18%', 'Жиры 26%', 'Углеводы 55%']"
67,150 ккал,50 мин,https://1000.menu/cooking/29289-kurinye-maffiny-s-syrom-i-zelenu,Куриные маффины с сыром и зеленью,Куриные маффины с сыром и зеленью – великолепная закуска!,маффин,"['Куриное филе - 500 гр', 'Твёрдый сыр - 150 гр', 'Сметана - 4 стол.л.', 'Молоко - 1 стак.', 'Пшеничная цельнозерновая мука - 1 стак.', 'Куриные яйца - 3 шт.', 'Лук репчатый - 1 шт.', 'Зелень -  по вкусу', 'Соль -  по вкусу', 'Перец -  по вкусу']","['Белки 50%', 'Жиры 23%', 'Углеводы 27%']"
68,302 ккал,1 ч,https://1000.menu/cooking/27927-morkovno-apelsinovye-maffiny,Морковно апельсиновые маффины,Морковные маффины с апельсином получаются очень вкусными!,маффин,"['Пшеничная мука - 200 гр', 'Морковь - 1 шт.', 'Апельсины - 1 шт.', 'Сливочное масло - 150 гр', 'Куриные яйца - 3 шт.', 'Сахар - 150 гр', 'Ванильный сахар - 1 чайн.л.', 'Разрыхлитель - 2 чайн.л.', 'Грецкие орехи - 3 стол.л.', 'Соль -  по вкусу', 'Апельсиновый сок - 1 стол.л.', 'Сахарная пудра - 3 стол.л.']","['Белки 8%', 'Жиры 27%', 'Углеводы 64%']"
69,368 ккал,35 мин,https://1000.menu/cooking/27378-shokoladnye-maffiny-s-kokosom,Шоколадные маффины с кокосом,"Простые в приготовлении, очень мягкие и ароматные маффины.",маффин,"['Пшеничная мука - 110 гр', 'Яйца - 1 шт.', 'Сгущенное молоко - 100 гр', 'Маргарин - 50 гр', 'Какао - 20 гр', 'Кокосовая стружка - 25 гр', 'Разрыхлитель - 1 чайн.л.', 'Соль - 0.5 гр']","['Белки 14%', 'Жиры 30%', 'Углеводы 55%']"
70,225 ккал,1 ч 20 мин,https://1000.menu/cooking/27128-maffiny-s-solenymi-gorkushkami,Маффины с солеными горькушками,Готовь ароматные маффины с сырно-грибным вкусом!,маффин,"['Пшеничная мука - 120 гр', 'Молоко - 100 мл', 'Куриные яйца - 1 шт.', 'Сливочное масло - 50 гр', 'Твёрдый сыр - 50 гр', 'Сахар - 7 гр', 'Разрыхлитель - 5 гр', 'Горькушки - 100 гр']","['Белки 19%', 'Жиры 33%', 'Углеводы 48%']"
71,209 ккал,1 ч 40 мин,https://1000.menu/cooking/26852-maffiny-s-shokoladom-i-aroniei,Маффины с шоколадом и аронией,Чудесные маффины с ягодами! Просто и вкусно!,маффин,"['Куриные яйца - 3 шт.', 'Сахар - 125 гр', 'Пшеничная мука - 125 гр', 'Молоко - 500 мл', 'Ром - 20 мл', 'Арония - 40 гр', 'Темный шоколад - 100 гр', 'Сливочное масло - 20 гр']","['Белки 12%', 'Жиры 20%', 'Углеводы 68%']"
72,381 ккал,1 ч 30 мин,https://1000.menu/cooking/25981-maffiny-s-shokoladnym-likerom,Маффины с шоколадным ликером,"Шоколадное наслаждение для сладкоежек, готовь!",маффин,"['Сливочное масло - 125 гр', 'Темный шоколад - 100 гр', 'Вода - 125 мл', 'Кофе растворимый - 10 гр', 'Шоколадный ликер - 60 мл', 'Коричневый сахар - 200 гр', 'Пшеничная мука - 140 гр', 'Какао - 40 гр', 'Яйца - 1 шт.', 'Шоколад - 200 гр', 'Сметана - 125 гр']","['Белки 7%', 'Жиры 31%', 'Углеводы 62%']"
73,265 ккал,1 ч,https://1000.menu/cooking/25596-maffiny-so-rjanymi-otrubyami,ПП маффины со ржаными отрубями,Вкусные маффины на скорую руку! Быстро и полезно!,маффин,"['Ржаная мука - 240 гр', 'Отруби ржаные - 40 гр', 'Мёд - 100 гр', 'Разрыхлитель - 7 гр', 'Семена льна - 40 гр', 'Изюм - 40 гр', 'Куриные яйца - 2 шт.', 'Молоко - 200 мл', 'Растительное масло - 40 мл']","['Белки 11%', 'Жиры 19%', 'Углеводы 70%']"
74,284 ккал,45 мин,https://1000.menu/cooking/24870-yablochnye-maffiny,Яблочные маффины,Ароматные и очень нежные маффины с кусочками яблок!,маффин,"['Пшеничная мука - 1.5 стак.', 'Яблоки - 1 шт.', 'Разрыхлитель - 10 гр', 'Куриные яйца - 2 шт.', 'Сахар - 1 стак.', 'Сливочное масло - 100 гр', 'Молоко - 80 мл', 'Соль - 0.25 чайн.л.']","['Белки 8%', 'Жиры 20%', 'Углеводы 72%']"
